institution_id,institution_name,country,branch_of_government,level_of_government,has_genai_activity,n_total_rows,n_runs_covered,runs,n_activity_source_rows,activities_found,tools_found,best_summary
INST-0236,Parliament,Sri Lanka,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Parliament’s official site and English web results; found no evidence of generative-AI adoption, pilots, policies, or deployments at the Parliament of Sri Lanka."
INST-0237,Council of States,Sudan,legislative,national,no,1,1,chatgpt_web_v1,0,,,IPU’s page shows the Council of States only in historical/transitional context and we found no current official web presence or institution-specific GenAI evidence.
INST-0238,National Assembly,Sudan,legislative,national,no,1,1,chatgpt_web_v1,0,,,No accessible current official parliamentary source documented generative-AI activity for Sudan’s National Assembly; available references appear to reflect a legacy parliamentary profile and dead web presence.
INST-0239,National Assembly,Suriname,legislative,national,yes,1,1,chatgpt_web_v1,1,SuriDNAChat.Bot pilot planning,SuriDNAChat.Bot,"De Nationale Assemblée officially published an AI strategy article and reported a planned small-scale SuriDNAChat.Bot pilot for supportive parliamentary information work, with human responsibility explicitly retained."
INST-0240,Parliament,Sweden,legislative,national,no,2,1,chatgpt_web_v1,0,,,"Reviewed the Riksdag website and AI-related parliamentary event material; found discussion of AI as a policy topic, but no evidence of GenAI tools, pilots, internal guidance, or public-facing GenAI services used by the Parliament."
INST-0241,Council of States,Switzerland,legislative,national,no,1,1,chatgpt_web_v1,0,,,"I checked official Council of States information and related parliamentary AI material; I found no evidence of an institution-specific GenAI tool, pilot, policy, or deployment for the Council of States."
INST-0242,National Council,Switzerland,legislative,national,yes,2,1,chatgpt_web_v1,1,Sovereign AI assistant for parliamentarians,,"The National Council has a 2025 institution-linked AI-assistant initiative for federal parliamentarians; secondary reporting quotes the motion as using an open-source language model, while official Swiss Parliament material confirms the motion but not the model type."
INST-0243,People's Assembly,Syrian Arab Republic,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Official Syrian parliamentary pages and related searches found discussion of AI governance at Arab Parliament meetings, but no evidence of a People’s Assembly GenAI tool, pilot, policy, or deployment."
INST-0244,National Assembly,Tajikistan,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Majlisi milli official site and targeted Tajik, Russian, and English web searches; found no institution-specific mention of generative AI, LLMs, ChatGPT, or Copilot at the National Assembly."
INST-0247,Senate,Thailand,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Searched Senate materials in English and Thai; found AI-related academic and diplomatic content, but no evidence that the Senate itself has adopted a generative AI tool, pilot, policy, or deployment."
INST-0248,National Parliament,Timor-Leste,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Checked official Timor-Leste government pages referring to the National Parliament and found no institution-specific generative AI policy, pilot, chatbot, or LLM deployment."
INST-0249,National Assembly,Togo,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Official Assembly material referenced digital-transformation themes including AI, but no institution-specific generative-AI pilot, policy, procurement, or deployment by Togo’s National Assembly was confirmed."
INST-0252,Senate,Trinidad and Tobago,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Searched the Senate’s official parliament pages and targeted web queries; found no evidence of a Senate-specific GenAI tool, pilot, policy, or deployment."
INST-0254,Assembly of People's Representatives,Tunisia,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Assembly’s official website with English/French GenAI terms; found no institution-specific mention of generative AI, ChatGPT, Copilot or LLM use."
INST-0255,National Council of Regions and Districts,Tunisia,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Searched official Tunisian parliamentary sources in Arabic plus English reference pages; found chamber activity and AI-related legislative discussion, but no documented GenAI deployment, pilot, procurement, or chamber-specific GenAI policy."
INST-0256,Grand National Assembly of Türkiye,Türkiye,legislative,national,no,2,1,chatgpt_web_v1,0,,,"Reviewed TBMM's official site and official AI-committee pages in Turkish and English. The Assembly is studying AI policy legislatively, but no evidence was found that TBMM itself has adopted, piloted, or issued internal policy on generative AI use."
INST-0258,Assembly,Turkmenistan,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed the Mejlis official site and targeted English web searches; no mention of generative AI, ChatGPT, Copilot, LLMs, or related institutional deployment/policy was found for the Assembly."
INST-0259,Parliament of Tuvalu,Tuvalu,legislative,national,no,2,1,chatgpt_web_v1,0,,,Official Tuvalu parliamentary web presence is minimal: the listed domain resolves to a default sample page and IPU contact records; no generative-AI activity was documented for Parliament.
INST-0261,Parliament,Ukraine,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Verkhovna Rada official portal and targeted English/Ukrainian searches found no institution-specific evidence of GenAI policy, pilot, procurement, or deployment as of 2026-03-08."
INST-0262,Federal National Council,United Arab Emirates,legislative,national,yes,2,1,chatgpt_web_v1,2,FNC parliamentary AI tools package,From Idea to Legislation: AI Journey,"Official FNC sources from 2025-26 document a launched parliamentary AI package that includes an AI policy, ethics rules, and a guide to 39 AI tools for parliamentary research, indicating institution-level GenAI adoption."
INST-0263,House of Commons,United Kingdom,legislative,national,yes,3,1,chatgpt_web_v1,3,Artificial intelligence guidance for Members; Microsoft Copilot Chat for parliamentary account holders,Microsoft Copilot Chat,"UK Parliament official sources show AI guidance for Members and availability of Microsoft Copilot Chat for parliamentary account holders, covering House of Commons Members and staff."
INST-0267,House of Representatives,United States of America,legislative,national,yes,3,1,chatgpt_web_v1,3,House internal AI-assisted drafting and support workflows; House-wide AI Policy,,"Official House sources confirm House-wide AI governance and active internal AI use cases, including policy guidance and AI-assisted drafting/correspondence workflows."
INST-0268,House of Representatives,Uruguay,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Checked the House of Representatives’ official parliament portal with English/Spanish GenAI terms; found no institution-specific mention of generative AI, ChatGPT, Copilot or LLM use."
INST-0269,Senate,Uruguay,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed official Senate/parliament pages and news; AI and ChatGPT appear as policy discussion topics, but no Senate generative-AI tool, pilot, policy, or deployment was documented."
INST-0270,Legislative Chamber,Uzbekistan,legislative,national,unclear,2,1,chatgpt_web_v1,0,,,"Media reports show the chamber passed AI-regulation bills in 2025, but I found no chamber source documenting GenAI adoption or an internal GenAI policy or tool for chamber operations."
INST-0271,Senate,Uzbekistan,legislative,national,unclear,1,1,chatgpt_web_v1,0,,,"Official Senate sources show the chamber considering and approving AI-related legislation, but I found no evidence of Senate-specific generative AI deployment or internal GenAI policy, so institutional GenAI adoption remains unclear."
INST-0272,Parliament,Vanuatu,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed Parliament of Vanuatu official site and targeted English web searches; found no evidence of Parliament-level GenAI adoption, pilot, or institution-specific GenAI policy."
INST-0273,National Assembly,Venezuela (Bolivarian Republic of),legislative,national,yes,2,1,chatgpt_web_v1,1,ChatGPT-3.5 orientation workshop for deputies and staff,ChatGPT-3.5,The National Assembly of Venezuela has documented an internal ChatGPT-3.5 orientation for deputies and staff; separate Assembly materials on an AI law project are broader AI policy and not clearly generative-AI-specific.
INST-0274,National Assembly,Viet Nam,legislative,national,unclear,2,1,chatgpt_web_v1,0,,,"Official National Assembly sources describe AI use and digital-transformation work to support parliamentary operations, but the available evidence does not specify generative AI or named LLM tools."
INST-0277,National Assembly,Zambia,legislative,national,unclear,2,1,chatgpt_web_v1,0,,,"Official parliamentary sources discuss AI and state an intention to use AI tools such as NLP for parliamentary search, but they do not confirm generative AI specifically or a deployed GenAI system at the National Assembly."
INST-0280,Supreme Court of Afghanistan,Afghanistan,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Supreme Court’s official website with English GenAI terms; found no institution-specific mention of generative AI, ChatGPT, Copilot or LLM use."
INST-0283,Constitutional Court of Algeria,Algeria,judicial,national,no,1,1,chatgpt_web_v1,0,,,"I checked the Constitutional Court’s official site and English/French searches and found no evidence of generative-AI, LLM, chatbot, Copilot or related GenAI policy, pilot or deployment at the court."
INST-0284,Supreme Court of Algeria,Algeria,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Searched the Supreme Court’s official English/French web presence and targeted web queries; found no evidence of a GenAI tool, pilot, policy, or deployment at the court."
INST-0285,Superior Court of Justice,Andorra,judicial,national,unclear,1,1,chatgpt_web_v1,0,,,"Official justice-administration news describes an AI-enabled jurisprudence search system, but it is not clear whether this should be attributed specifically to the Superior Court of Justice or whether it is generative AI."
INST-0286,Supreme Court of Angola,Angola,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Supreme Court’s official site and Portuguese/English web results; found no evidence of generative-AI adoption, pilots, policies, or deployments at the institution."
INST-0287,Constitutional Court of Angola,Angola,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Official Constitutional Court pages and Portuguese/English web searches found no institution-specific evidence of generative AI adoption, policy, procurement, or deployment."
INST-0288,Eastern Caribbean Supreme Court,Antigua and Barbuda,judicial,national,unclear,1,1,chatgpt_web_v1,0,,,"The ECSC’s annual report documents AI-based speech-to-text transcription pilots, but the sources describe transcription/Azure AI rather than explicitly generative AI, so GenAI status is coded unclear."
INST-0289,Supreme Court of Argentina,Argentina,judicial,national,yes,3,1,chatgpt_web_v1,3,AI tools for resource classification and legal support; AI-generated plain-language judgment summaries,Resumen IA,"The Supreme Court of Argentina officially documents live AI-enabled services in its court systems, including automatic plain-language summaries of judgments and other AI-supported tools introduced in 2025."
INST-0290,Constitutional Court of Armenia,Armenia,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Constitutional Court’s official site and English/Armenian GenAI term searches; no mention of generative AI, LLMs, ChatGPT, Copilot, or related pilots/policies was found."
INST-0291,High Court of Australia,Australia,judicial,national,no,1,1,chatgpt_web_v1,0,,,"The High Court hosted AI-related legal discussions, but no official source reviewed confirmed a GenAI tool, policy, pilot, or deployment for the Court itself."
INST-0292,Constitutional Court of Austria,Austria,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Official Constitutional Court site and targeted German/English searches found no institution-specific evidence of generative-AI adoption, policy, pilot, or deployment."
INST-0293,Supreme Court of Justice,Austria,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Austrian Supreme Court’s official site and targeted German/English searches; found no institution-specific evidence of generative AI tools, pilots, policies, or deployments."
INST-0294,Constitutional Court of Azerbaijan,Azerbaijan,judicial,national,unclear,1,1,chatgpt_web_v1,0,,,"Official and related legal sources mention AI-related systems or discussions tied to the Constitutional Court of Azerbaijan, but available evidence does not confirm a clearly generative-AI deployment."
INST-0295,Supreme Court of Azerbaijan,Azerbaijan,judicial,national,unclear,2,1,chatgpt_web_v1,0,,,"Official Supreme Court materials mention AI-related challenges in the judiciary, but no source confirms a generative-AI, LLM, or chatbot deployment at the Supreme Court itself."
INST-0296,Supreme Court of the Bahamas,Bahamas,judicial,national,yes,2,1,chatgpt_web_v1,2,Guide to the Use of Generative AI in Court Proceedings,,"The Supreme Court of the Bahamas Judiciary has issued an official guide on the use of generative AI in court proceedings, supported by a 2026 speech referencing an AI Committee."
INST-0299,Supreme Court of Judicature,Barbados,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Searched the Barbados Judicial System website and court digital-services pages; found modernization tools such as e-filing, but no mention of generative AI, LLMs, ChatGPT, Copilot, or equivalent tools at the Supreme Court of Judicature."
INST-0300,Supreme Court of Belarus,Belarus,judicial,national,unclear,1,1,chatgpt_web_v1,0,,,"Official Supreme Court sources surfaced AI-related publications/discussions, but none confirmed generative AI, an LLM-based tool, or a court-specific deployment at the Supreme Court of Belarus."
INST-0301,Constitutional Court of Belarus,Belarus,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Constitutional Court’s official site and targeted English/Russian searches; found no institution-specific evidence of generative AI tools, pilots, policies, or deployments."
INST-0302,Constitutional Court of Belgium,Belgium,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Constitutional Court’s official site and targeted English/French/Dutch searches; found no institution-specific evidence of generative AI tools, pilots, policies, or deployments."
INST-0304,Supreme Court of Belize,Belize,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed Supreme Court/Judiciary of Belize pages and targeted searches yielded no confirmed mention of generative AI, LLMs, ChatGPT, Copilot, or a named GenAI policy, pilot, or deployment at the Supreme Court of Belize."
INST-0305,Supreme Court of Benin,Benin,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed the Supreme Court of Benin's official site in French and searched GenAI terms in French/English; accessible official content contained no evidence of institutional generative-AI adoption, pilot activity, or internal policy."
INST-0306,Constitutional Court of Benin,Benin,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Official Constitutional Court pages mention AI in speeches and events, but no checked source documented a generative-AI tool, pilot, procurement, or court-specific GenAI policy. ([courconstitutionnelle.bj](https://www.courconstitutionnelle.bj/fr/actualities-view/7eme-colloque-scientifique-des-universites-de-parakou-et-de-kara-le-pr-dorothe-sossa-evoque-les-implications-juridiques-de-lia-dans-le-systeme-educatif-et-de-recherche))"
INST-0307,Supreme Court of Bhutan,Bhutan,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Bhutan Judiciary materials reviewed for the Supreme Court describe court structure and ICT functions, but no source found a generative-AI tool, policy, pilot, or deployment."
INST-0308,Supreme Tribunal of Justice,Bolivia,judicial,national,unclear,1,1,chatgpt_web_v1,0,,,"Official TSJ materials mention broader judicial digital transformation and AI, but they do not confirm a specific generative-AI deployment, pilot, or policy at the Tribunal."
INST-0309,Plurinational Constitutional Tribunal,Bolivia,judicial,national,yes,1,1,chatgpt_web_v1,1,sIAc constitutional AI system proposal,sIAc,"The Plurinational Constitutional Tribunal officially publicized its sIAc constitutional AI system proposal in 2024, but the source describes a proposal rather than a deployed live system."
INST-0310,Constitutional Court of Bosnia and Herzegovina,Bosnia and Herzegovina,judicial,national,no,2,1,chatgpt_web_v1,0,,,"Checked the Constitutional Court official site and targeted English/Bosnian searches; found AI-related event context but no institution-specific GenAI tool, policy, pilot, or deployment."
INST-0311,High Court of Botswana,Botswana,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed the Botswana Administration of Justice High Court page and targeted English searches; no High Court-specific generative AI adoption, pilot, or policy was found."
INST-0312,Supreme Federal Court,Brazil,judicial,national,yes,2,1,chatgpt_web_v1,2,MARIA generative AI drafting tool,MARIA,"Official STF sources confirm generative-AI activity: the Court launched MARIA in 2024, an internal tool integrated with STF-Digital to help draft court texts."
INST-0314,Supreme Court of Cassation,Bulgaria,judicial,national,no,1,1,chatgpt_web_v1,0,,,"The Supreme Court of Cassation website and targeted English/Bulgarian searches found no mention of generative AI, ChatGPT, Copilot, or LLM-based tools at this court."
INST-0315,Constitutional Court of Bulgaria,Bulgaria,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Constitutional Court English site and targeted English/Bulgarian searches found no institution-specific evidence of GenAI policy, pilot, procurement, or deployment as of 2026-03-08."
INST-0316,Supreme Court of Burkina Faso,Burkina Faso,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Official court pages show institutional news and information, but I found no documented GenAI tool, pilot, deployment, or internal-use policy at the Supreme Court/Cour de cassation of Burkina Faso."
INST-0317,Constitutional Council of Burkina Faso,Burkina Faso,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed the Constitutional Council’s official website and French-language searches; found no evidence of generative AI, LLM, ChatGPT, or Copilot use at the Constitutional Council of Burkina Faso."
INST-0319,Constitutional Court of Burundi,Burundi,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed the Constitutional Court's official French-language site and English queries; found no mention of generative AI, ChatGPT, Copilot, LLMs, or institution-specific GenAI deployment."
INST-0320,Supreme Court of Cambodia,Cambodia,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Supreme Court official site and targeted Khmer/English web searches; found no institution-specific mention of generative AI, LLMs, ChatGPT, or Copilot at the Supreme Court of Cambodia."
INST-0321,Constitutional Council of Cambodia,Cambodia,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed the Constitutional Council’s official English page and targeted searches; found no evidence of generative AI, LLM, ChatGPT, or Copilot use at the Constitutional Council of Cambodia."
INST-0322,Supreme Court of Cameroon,Cameroon,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Supreme Court official site and targeted English/French web searches; found no institution-specific evidence of generative AI, ChatGPT, Copilot, LLM policy, pilot, or deployment."
INST-0323,Supreme Court of Canada,Canada,judicial,national,unclear,1,1,chatgpt_web_v1,0,,,"Searched Supreme Court of Canada sources and reporting; found discussion of AI and possible guidance under consideration, but no confirmed Supreme Court-specific generative-AI deployment or adopted policy."
INST-0325,Supreme Court of the Central African Republic,Central African Republic,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Justice Ministry’s court-structure page in French and English web searches; found no mention of generative AI, LLMs, ChatGPT, Copilot, or similar tools for the Court of Cassation."
INST-0326,Supreme Court of Chad,Chad,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Searched French-language state and judicial-network sources on the Supreme Court of Chad; found modernization and conference references but no documented generative-AI tool, pilot, policy, or procurement at the Court."
INST-0327,Supreme Court of Chile,Chile,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Supreme Court page on Chile’s judicial portal and Spanish/English GenAI term searches; no mention of generative AI, LLMs, ChatGPT, Copilot, or related deployments was found."
INST-0328,Constitutional Court of Chile,Chile,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Official TC pages discuss AI-related judiciary topics and attendance at an AI search-tool launch, but no source found a GenAI tool, pilot, deployment, or internal-use policy at the Constitutional Court itself."
INST-0329,Supreme People's Court,China,judicial,national,yes,2,1,chatgpt_web_v1,2,Faxin legal foundation model; SPC AI judicial application opinion,Faxin Legal Foundation Model,"The Supreme People's Court has officially issued AI-judicial-application guidance and in 2024 released the Faxin legal foundation model, giving clear institution-level evidence of GenAI-related activity."
INST-0330,Supreme Court of Justice of Colombia,Colombia,judicial,national,yes,2,1,chatgpt_web_v1,1,AI prohibition in judicial ethics essay contest rules,,"The Court issued an official no-AI rule for a 2024 ethics-essay competition and later publicly addressed generative-AI hallucinations in case materials, but no internal operational deployment was identified."
INST-0331,Constitutional Court of Colombia,Colombia,judicial,national,yes,2,1,chatgpt_web_v1,2,Generative AI guidance for tutela proceedings,,"The Constitutional Court has an official 2024 ruling and notice establishing guidance for the use of generative AI in judicial proceedings, confirming institution-level GenAI policy activity."
INST-0332,Supreme Court of the Comoros,Comoros,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Official Supreme Court site and French/English targeted searches found no institution-specific evidence of generative-AI adoption, policy, pilot, or deployment."
INST-0333,Court of Cassation,Congo (Democratic Republic),judicial,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Court of Cassation official website and targeted English/French web searches; found no institution-specific evidence of generative AI, ChatGPT, Copilot, LLM policy, pilot, or deployment."
INST-0334,Supreme Court of the Congo,Congo (Republic),judicial,national,no,1,1,chatgpt_web_v1,0,,,"Official Congo government pages identified the Supreme Court and its leadership, but no checked source documented a generative-AI tool, pilot, procurement, or court-specific GenAI policy. ([gouvernement.cg](https://gouvernement.cg/la-cour-supreme/))"
INST-0335,Supreme Court of Justice of Costa Rica,Costa Rica,judicial,national,yes,2,1,chatgpt_web_v1,1,Authorized generative AI use guidelines,,"Official judicial-branch guidance on authorized generative AI was issued on 2026-02-20, with the Supreme Court president explicitly endorsing it; an older AI pilot exists but is not clearly generative."
INST-0336,Supreme Court of Croatia,Croatia,judicial,national,unclear,2,1,chatgpt_web_v1,0,,,"Reviewed the Supreme Court website and project pages; found an internal ANON system using NLP/machine learning for anonymisation and classification of judgments, but the sources do not establish generative AI specifically."
INST-0337,Constitutional Court of Croatia,Croatia,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Constitutional Court’s official site and targeted English/Croatian web searches; found no documented GenAI policy, pilot, procurement, or deployment tied to the Court."
INST-0339,Supreme Court of Cyprus,Cyprus,judicial,national,no,2,1,chatgpt_web_v1,0,,,"Checked Supreme Court of Cyprus official pages and annual review. The court discusses digital justice and the EU AI Act, but no specific GenAI tool, pilot, procurement, or court-issued GenAI usage policy was documented."
INST-0340,Supreme Court of the Czech Republic,Czech Republic,judicial,national,unclear,2,1,chatgpt_web_v1,0,,,"The Supreme Court publicly held AI seminars for judges and staff and later warned about AI-fabricated case citations, but I found no documented deployed GenAI tool or formal court-wide policy."
INST-0341,Constitutional Court of the Czech Republic,Czech Republic,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed the Constitutional Court homepage/current affairs and targeted Czech- and English-language searches; found no official evidence of a generative-AI, LLM, ChatGPT, or Copilot policy, pilot, or deployment by the Court."
INST-0342,Supreme Court of Denmark,Denmark,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Review of the Supreme Court's official news and annual-report pages found no evidence of a generative-AI tool, policy, pilot, or deployment at Højesteret."
INST-0343,Supreme Court of Djibouti,Djibouti,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Ministry of Justice's Supreme Court page; it describes the Court's organization and jurisdiction but no institution-specific mention of generative AI, LLMs, ChatGPT, Copilot, or a Supreme Court GenAI policy/tool."
INST-0344,Eastern Caribbean Supreme Court,Dominica,judicial,national,unclear,1,1,chatgpt_web_v1,0,,,"ECSC official materials document an AI transcription pilot and planned AI policy, but the available evidence points to speech-to-text/AI generally rather than clearly generative-AI use."
INST-0345,Supreme Court of Justice,Dominican Republic,judicial,national,unclear,1,1,chatgpt_web_v1,0,,,"Official judiciary sources show a ChatGPT Enterprise procurement and a broader judicial AI pilot, but I found no source clearly tying a specific generative-AI deployment to the Supreme Court of Justice itself."
INST-0346,Constitutional Court of the Dominican Republic,Dominican Republic,judicial,national,yes,2,1,chatgpt_web_v1,2,Patria constitutional virtual assistant,Patria,Official court sources confirm the Constitutional Court launched the AI-backed Constitutional Intelligence Lab and external virtual assistant Patria to improve access to constitutional information.
INST-0347,Court of Appeal of East Timor,East Timor,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed the Tribunal de Recurso portal and site-specific Portuguese GenAI searches; found no mention of generative AI, ChatGPT, Copilot, or institution-specific GenAI policy/deployment."
INST-0348,National Court of Justice,Ecuador,judicial,national,unclear,1,1,chatgpt_web_v1,0,,,"An official CNJ presentation refers to the “use of AI in the National Court of Justice,” but it does not specify generative AI, a named tool, or deployment details."
INST-0349,Constitutional Court of Ecuador,Ecuador,judicial,national,unclear,1,1,chatgpt_web_v1,0,,,"The Constitutional Court described a future SACC phase involving 'inteligencia artificial' for a jurisprudence search engine, but the source does not specify generative AI and says the system was still only in phase 1 at that time."
INST-0350,Court of Cassation,Egypt,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Searched the Court of Cassation website and external reporting; found discussion of AI governance by a Court of Cassation judge, but no evidence of an institution-specific generative AI pilot, tool, policy, or deployment."
INST-0352,Supreme Court of El Salvador,El Salvador,judicial,national,no,2,1,chatgpt_web_v1,0,,,"Checked the Supreme Court of Justice of El Salvador’s official site and AI-related court news. One official item covered attendance at an AI-themed forum, but no court-run GenAI tool, pilot, procurement, or usage policy was documented."
INST-0353,Supreme Court of Equatorial Guinea,Equatorial Guinea,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed government pages describing the Supreme Court of Justice yielded no confirmed mention of generative AI, LLMs, ChatGPT, Copilot, or a named GenAI policy, pilot, or deployment at the court."
INST-0354,High Court of Eritrea,Eritrea,judicial,national,no,1,1,chatgpt_web_v1,0,,,"The Ministry of Justice site lists the High Court, but targeted searches found no institution-specific evidence of generative-AI adoption, policy, pilot, or deployment; no standalone High Court site was located."
INST-0355,Supreme Court of Estonia,Estonia,judicial,national,unclear,1,1,chatgpt_web_v1,0,,,"Official Supreme Court/courts strategy documents discuss using AI and automation in court workflows, but the available sources do not confirm a specific generative-AI, LLM, or ChatGPT deployment at the Supreme Court itself."
INST-0356,Supreme Court of Eswatini,Eswatini,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Judiciary of Eswatini website and English web searches; found no mention of generative AI, LLMs, ChatGPT, Copilot, or related Supreme Court pilots or policies."
INST-0357,Federal Supreme Court of Ethiopia,Ethiopia,judicial,national,no,1,1,chatgpt_web_v1,0,,,"The Federal Supreme Court’s official site and targeted English web searches found no evidence that the court uses, pilots, procures, or governs generative AI tools such as ChatGPT, Copilot, or other LLM services."
INST-0361,Constitutional Council,France,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Constitutional Council’s official site and French/English GenAI term searches; no mention of generative AI, LLMs, ChatGPT, Copilot, or institution-specific pilots/policies was found."
INST-0362,Supreme Court of Gabon,Gabon,judicial,national,no,1,1,chatgpt_web_v1,0,,,Accessible institution-specific web presence was limited; official legal sources confirming the Supreme Court’s role and targeted English/French GenAI searches yielded no institution-specific evidence of generative AI activity.
INST-0364,Supreme Court of Georgia,Georgia,judicial,national,yes,2,1,chatgpt_web_v1,2,Judicial Council Generative AI and the Courts initiative,,The Supreme Court of Georgia created a judiciary AI committee to assess risks and benefits of Generative AI in the courts and published its report in 2025; no specific vendor tool deployment was identified.
INST-0365,Constitutional Court of Georgia,Georgia,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Official English-language court pages and related searches did not show evidence that the Constitutional Court of Georgia has adopted a generative-AI tool, pilot, policy or deployment."
INST-0367,Federal Constitutional Court,Germany,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Official court material shows discussion of AI and e-Justice themes in judicial exchanges, but no source found a GenAI tool, pilot, deployment, or internal-use policy at the Federal Constitutional Court itself."
INST-0368,Supreme Court of Ghana,Ghana,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed official Supreme Court/Judicial Service pages; they describe e-Justice, e-Judgment and Virtual Court services, but no generative AI, ChatGPT, Copilot or LLM use at the Supreme Court."
INST-0369,Court of Cassation,Greece,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Official Areios Pagos pages and targeted Greek/English searches found no mention of generative AI tools, pilots, policies, or deployments at the Court of Cassation."
INST-0370,Eastern Caribbean Supreme Court,Grenada,judicial,national,unclear,1,1,chatgpt_web_v1,0,,,"The ECSC’s annual report documents AI-assisted speech-to-text pilots in four courtrooms using FTR Justice Cloud and Microsoft Azure AI, but the source does not establish generative-AI/LLM use, so GenAI activity remains unclear."
INST-0372,Constitutional Court of Guatemala,Guatemala,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed the Constitutional Court's official site in Spanish and searched GenAI terms in Spanish/English; accessible official content contained no evidence that the court has adopted, piloted, or issued internal policy on generative AI."
INST-0373,Supreme Court of Guinea,Guinea,judicial,national,no,2,1,chatgpt_web_v1,0,,,"Reviewed the Supreme Court of Guinea website and related official news; found institutional information and conference participation touching on AI, but no evidence of GenAI tools, pilots, internal guidance, or public-facing GenAI services at the Court."
INST-0374,Supreme Court of Justice,Guinea-Bissau,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed targeted Portuguese/English sources on Guinea-Bissau’s judiciary; found no evidence of generative AI, LLM, ChatGPT, or Copilot use at the Supreme Court of Justice."
INST-0375,Supreme Court of Judicature,Guyana,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Supreme Court’s official site and English web results; found no evidence of generative-AI adoption, pilots, policies, or deployments at the Supreme Court of Judicature."
INST-0376,Court of Cassation,Haiti,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Limited searchable web presence was found for Haiti’s Court of Cassation. Reviewed court profile and Haitian government/justice pages yielded no confirmed mention of generative AI, LLMs, ChatGPT, Copilot, or a named GenAI initiative."
INST-0377,Supreme Court of Justice of Honduras,Honduras,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Honduran judiciary portal and targeted Spanish/English web searches; found no institution-specific mention of generative AI, LLMs, ChatGPT, or Copilot at the Supreme Court of Justice."
INST-0378,Curia of Hungary,Hungary,judicial,national,unclear,1,1,chatgpt_web_v1,0,,,"A Curia-hosted article discusses AI and large language models as possible aids to criminal courts, but no specific Curia policy, pilot, procurement, or deployment was confirmed."
